mcscore,scscore,processor,frequency,maximumfrequency,cores,threads,tdp,gpu,codename,package
2024,988,Intel Core i3-1005G1,1200 MHz,3400 MHz,2,4,15 W,Intel UHD,Ice Lake,FCBGA1526
4916,988,AMD Ryzen 5 4600H,3000 MHz,4000 MHz,6,12,45 W,AMD Radeon Vega 6,Renoir,Socket FP5
3207,987,Intel Core i5-4690K,3500 MHz,3900 MHz,4,4,88 W,Intel HD Graphics 4600,Haswell,Socket 1150 LGA
6740,987,AMD Ryzen Threadripper 1900X,3800 MHz,4000 MHz,8,16,180 W,,Whitehaven,sTR4
7869,985,Intel Xeon Gold 6134,3200 MHz,3700 MHz,8,16,130 W,,Skylake,FCLGA3647
3822,983,Intel Core i7-7820HK,2900 MHz,3900 MHz,4,8,45 W,Intel HD Graphics 630,Kaby Lake,Socket 1440 FCBGA
8685,981,AMD Ryzen Threadripper 1920X,3500 MHz,4000 MHz,12,24,180 W,,Whitehaven,sTR4
12115,981,AMD EPYC 7542,2900 MHz,3400 MHz,32,64,225 W,,Rome,Socket SP3 (4094)
3676,980,Intel Xeon E3-1585L v5,3000 MHz,,4,8,,,Skylake,Socket 1440 FCBGA
6875,979,Intel Xeon Gold 6128,3400 MHz,3700 MHz,6,12,115 W,,Skylake,FCLGA3647
7625,978,Intel Core i7-6900K,3200 MHz,3700 MHz,8,16,140 W,,Broadwell-E,FCLGA2011-3
5770,977,Intel Core i7-6850K,3600 MHz,3800 MHz,6,12,140 W,,Broadwell E,FCLGA2011-3
13243,977,Intel Xeon Gold 6254,3100 MHz,4000 MHz,18,36,200 W,,Cascade Lake,Socket 3647 LGA
3867,976,Intel Xeon E3-1240 v5,3500 MHz,3900 MHz,4,8,80 W,,Skylake,Socket 1151 LGA
4457,975,Intel Core i7-8750H,2200 MHz,,6,12,,,Coffee Lake,FCBGA1440
3807,974,Intel Xeon E3-1275 v5,3600 MHz,4000 MHz,4,8,80 W,Intel HD Graphics P530,Skylake,Socket 1151 LGA
3746,973,Intel Core i7-6700,3400 MHz,4000 MHz,4,8,65 W,Intel HD Graphics 530,Skylake,FCLGA1151
2744,972,Intel Core i5-1030NG7,1100 MHz,3500 MHz,4,8,10 W,Intel Iris Plus,Ice Lake,
4967,972,AMD Ryzen 5 4600HS,3000 MHz,4000 MHz,6,12,35 W,Radeon Vega 6,Renoir,Socket FP5
3674,970,Intel Core i7-4770K,3500 MHz,3900 MHz,4,8,84 W,Intel HD Graphics 4600,Haswell,FCLGA1150
3593,970,Intel Xeon E3-1275 v3,3500 MHz,3900 MHz,4,8,84 W,,Haswell,Socket 1150 LGA
10361,969,AMD Ryzen Threadripper 1950X,3400 MHz,4000 MHz,16,32,180 W,,Whitehaven,sTR4
3615,968,Intel Xeon E3-1271 v3,3600 MHz,4000 MHz,4,8,80 W,,"Haswell, Haswell-WS",Socket 1150 LGA
4682,968,AMD Ryzen 7 4700U,2000 MHz,4100 MHz,8,8,15 W,AMD Radeon Vega 7,Renoir,Socket FP6
5241,966,AMD Ryzen 5 2600,3400 MHz,3900 MHz,6,12,65 W,,Pinnacle Ridge,AM4
3632,966,AMD Ryzen 5 2500X,3600 MHz,4000 MHz,4,8,65 W,,Pinnacle Ridge,Socket AM4 (1331)
3462,966,Intel Core i5-8400H,2500 MHz,4200 MHz,4,8,45 W,Intel UHD Graphics 630,Coffee Lake,Socket 1440 FCBGA
3440,965,Intel Core i7-8557U,1700 MHz,4500 MHz,4,8,15 W, Intel Iris Plus Graphics 645,Coffee Lake,FCBGA1528
3447,964,Intel Xeon E3-1280 v3,3600 MHz,4000 MHz,4,8,82 W,,Haswell,Socket 1150 LGA
3497,963,Intel Core i5-9300HF,2400 MHz,4100 MHz,4,8,45 W,,Coffee Lake,Socket 1440 FCBGA
8971,961,Intel Core i7-6950X,3000 MHz,3500 MHz,10,20,140 W,,Broadwell-E,FCLGA2011-3
3580,960,Intel Core i7-8705G,3100 MHz,4100 MHz,4,8,65 W,Intel HD Graphics 630,Kaby Lake,BGA2270
3071,959,Intel Core i5-7500,3400 MHz,3800 MHz,4,4,65 W,Intel HD Graphics 630,Kaby Lake,Socket 1151 LGA
3570,959,Intel Core i7-7820HQ,2900 MHz,3900 MHz,4,8,45 W,Intel HD Graphics 630,Kaby Lake,Socket 1440 FCBGA
3660,959,Intel Core i7-7920HQ,3100 MHz,4100 MHz,4,8,45 W,Intel HD Graphics 630,Kaby Lake,Socket 1440 FCBGA
3229,959,Intel Core i3-8100B,3600 MHz,,4,4,,,,
3398,959,Intel Core i3-10100T,3000 MHz,3800 MHz,4,8,35 W,Intel UHD Graphics 630,Comet Lake,Socket 1200 LGA
3119,958,Intel Core i5-4670K,3400 MHz,3800 MHz,4,4,84 W,Intel HD Graphics 4600,Haswell,FCLGA1150
4869,958,AMD Ryzen 5 4600U,2100 MHz,4000 MHz,6,12,15 W,AMD Radeon Vega 6,Renoir,Socket FP5
3100,957,Intel Core i5-6600,3300 MHz,3900 MHz,4,4,65 W,Intel HD Graphics 530,Skylake,FCLGA1151
5791,957,Intel Xeon W-2133,3600 MHz,3900 MHz,6,12,140 W,,Skylake,FCLGA2066
2939,957,Intel Core i7-10510U,1800 MHz,4900 MHz,4,8,15 W,Intel UHD Graphics,Comet Lake,FCBGA1528
3378,953,Intel Core i7-4910MQ,2900 MHz,3900 MHz,4,8,47 W,Intel HD Graphics 4600,Haswell,Socket 947 rPGA
3714,952,Intel Core i5-8257U,1400 MHz,3900 MHz,4,8,15 W, Intel Iris Plus Graphics 645,Coffee Lake,Socket 1528 FCBGA
4399,952,AMD Ryzen 5 PRO 4650U,2100 MHz,4000 MHz,6,12,15 W,Radeon Vega 6,Renoir,Socket FP5
3306,948,Intel Core i5-9300H,2400 MHz,4100 MHz,4,8,45 W,Intel UHD Graphics 630,Coffee Lake,Socket 1440 FCBGA
2152,947,Intel Core i7-7567U,3500 MHz,4000 MHz,2,4,28 W,Intel Iris Plus Graphics 650,Kaby Lake,
3735,945,Intel Core i5-8259U,2300 MHz,,4,8,,,Coffee Lake,
3048,945,Intel Core i3-8300,3700 MHz,,4,4,62 W,Intel UHD Graphics 630,Coffee Lake,FCLGA1151
2923,945,Intel Core i5-10210U,1600 MHz,4200 MHz,4,8,15 W,Intel UHD,Comet Lake,FCBGA1528
5140,944,AMD Ryzen 5 1600X,3600 MHz,4000 MHz,6,12,95 W,,Summit Ridge,Socket AM4 (1331)
3435,944,Intel Core i7-7700T,2900 MHz,3800 MHz,4,8,35 W,Intel HD Graphics 630,Kaby Lake,Socket 1151 LGA
4384,942,AMD Ryzen 5 5500U,2100 MHz,4000 MHz,6,12,15 W,AMD Radeon RX Vega 7,Cezanne,Socket FP6
6295,941,AMD Ryzen 7 1800X,3600 MHz,4000 MHz,8,16,95 W,,Summit Ridge,AM4
11109,941,Intel Xeon Gold 6136 ,3000 MHz,3700 MHz,12,24,150 W,,Skylake,FCLGA3647
2994,940,Intel Core i5-7600T,2800 MHz,3700 MHz,4,4,35 W,Intel HD Graphics 630,Kaby Lake,FCLGA1151
3015,939,Intel Core i3-8100,3600 MHz,,4,4,65 W,Intel UHD Graphics 630,Coffee Lake,Socket 1151 LGA
4017,939,Intel Core i5-9500T,2200 MHz,3700 MHz,6,6,35 W,Intel UHD Graphics 630,Coffee Lake,Socket 1151 LGA
2043,938,Intel Core i3-7100,3900 MHz,,2,4,51 W,Intel HD Graphics 630,Kaby Lake,Socket 1151 LGA
3269,935,Intel Core i5-8300H,2300 MHz,4000 MHz,4,8,45 W,Intel UHD Graphics 630,Coffee Lake,FCBGA1440
3923,935,Intel Xeon W-2123 ,3600 MHz,3900 MHz,4,8,120 W,,Skylake,FCLGA2066
3465,935,Intel Xeon E3-1281 v3,3700 MHz,4100 MHz,4,8,82 W,,Haswell,FCLGA1150
3467,934,Intel Core i7-4790,3600 MHz,4000 MHz,4,8,84 W,Intel HD Graphics 4600,Haswell,Socket 1150 LGA
3392,934,Intel Xeon E3-1276 v3,3600 MHz,4000 MHz,4,8,84 W,,Haswell,FCLGA1150
3555,933,Intel Core i7-4960HQ,2600 MHz,3500 MHz,4,8,47 W,Intel Iris Pro Graphics 5200,Crystal Well,FCBGA1364
3739,933,Intel Xeon E3-1270 v5,3600 MHz,4000 MHz,4,8,80 W,,Skylake,Socket 1151 LGA
6851,932,Intel Xeon Processor E5-1680 v3,3200 MHz,3800 MHz,8,16,140 W,,Haswell,FCLGA2011-3
5605,931,Intel Core i7-5930K,3500 MHz,3700 MHz,6,12,140 W,,Haswell E,LGA2011-v3
2959,931,Intel Xeon E3-1225 v6,3300 MHz,3700 MHz,4,4,73 W,Intel HD Graphics P630,Kaby Lake,Socket 1151 LGA
3528,930,Intel Xeon E3-1246 v3,3500 MHz,3900 MHz,4,8,84 W,,Haswell,Socket 1150 LGA
3714,930,Intel Xeon E3-1245 v5,3500 MHz,3900 MHz,4,8,80 W,Intel HD Graphics P530,Skylake,Socket 1151 LGA
3698,930,Intel Xeon E3-1280 v5,3700 MHz,4000 MHz,4,8,80 W,,Skylake,FCLGA11141
6142,930,AMD Ryzen 7 2700,3200 MHz,4100 MHz,8,16,65 W,,Pinnacle Ridge,AM4
2724,929,Intel Core i7-8650U,1900 MHz,4200 MHz,4,8,15 W,Intel UHD Graphics 620,Kaby Lake R,Socket 1356 FCBGA
3717,927,Intel Xeon E3-1230 v6,3500 MHz,3900 MHz,4,8,72 W,,Kaby Lake,Socket 1151 LGA
2077,927,Intel Pentium Gold G5400,3700 MHz,,2,4,58 W,Intel UHD Graphics 610,Coffee Lake,FCLGA1151
3506,926,Intel Xeon E3-1241 v3,3500 MHz,3900 MHz,4,8,80 W,,Haswell,Socket 1150 LGA
3575,925,AMD Ryzen 5 3400G,3700 MHz,4200 MHz,4,8,65 W,Radeon RX Vega 11,Picasso,AM4
3661,923,Intel Xeon E3-1230 v5,3400 MHz,3800 MHz,4,8,80 W,,Skylake,Socket 1151 LGA
5495,921,Intel Core i7-6800K,3400 MHz,3600 MHz,6,12,140 W,,Broadwell-E,FCLGA2011-3
5608,921,Intel Xeon E5-1650 v4,3600 MHz,4000 MHz,6,12,140 W,,Broadwell-E/EP,Socket 2011 LGA
3047,917,Intel Xeon E3-1225 v5,3300 MHz,3700 MHz,4,4,80 W,Intel HD Graphics P530,Skylake,Socket 1151 LGA
3381,916,Intel Core i7-4771,3500 MHz,3900 MHz,4,8,84 W,Intel HD Graphics 4600,Haswell,FCLGA1150
7053,915,Intel Core i7-5960X,3000 MHz,3500 MHz,8,16,140 W,,Haswell E,LGA2011-v3
3793,914,Intel Core i7-5775R,3300 MHz,3800 MHz,4,8,65 W,Intel Iris Pro Graphics 6200,Broadwell,FCBGA1364
2814,914,Intel Core i3-9100T,3100 MHz,3700 MHz,4,4,35 W,Intel UHD Graphics 630,Coffee Lake,Socket 1151 LGA
3373,912,Intel Core i7-4770,3400 MHz,3900 MHz,4,8,84 W,Intel HD Graphics 4600,Haswell,FCLGA1150
3303,912,Intel Core i7-4790S,3200 MHz,4000 MHz,4,8,65 W,Intel HD Graphics 4600,Haswell,Socket 1150 LGA
3851,911,Intel Xeon E5-1630 v4,3700 MHz,4000 MHz,4,8,140 W,,Broadwell,FCLGA2011-3
3447,911,AMD Ryzen 5 PRO 1500,3500 MHz,3700 MHz,4,8,65 W,,Summit Ridge,Socket AM4 (1331)
2907,910,Intel Core i5-4690,3500 MHz,3900 MHz,4,4,84 W,Intel HD Graphics 4600,Haswell,Socket 1150 LGA
3280,909,Intel Core i7-4940MX,3100 MHz,4000 MHz,4,8,57 W,Intel HD Graphics 4600,Haswell,Socket 947 rPGA
3313,908,Intel Core i7-4770R,3200 MHz,3900 MHz,4,8,65 W,Intel Iris Pro Graphics 5200,Crystal Well,FCBGA1364
3411,908,Intel Xeon E3-1270 v3,3500 MHz,3900 MHz,4,8,80 W,,Haswell,Socket 1150 LGA
12718,908,Intel Xeon Platinum 8124M,3000 MHz,3500 MHz,18,36,,,Skylake,Socket 3647 LGA
5418,907,Intel Core i7-5820K,3300 MHz,3600 MHz,6,12,140 W,,Haswell E,Socket 2011 LGA
3125,907,Intel Xeon E3-1275L v3,2700 MHz,3900 MHz,4,8,45 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell,FCLGA1150
11394,906,Intel Xeon E5-2696 v3,2300 MHz,,18,36,,,Haswell E,Socket 2011 LGA
2808,906,Intel Core i5-4690S,3200 MHz,3900 MHz,4,4,65 W,Intel HD Graphics 4600,Haswell,Socket 1150 LGA
1941,906,Intel Pentium Gold G5500,3800 MHz,,2,4,54 W,Intel UHD Graphics 630,Coffee Lake,FCLGA1151
3354,902,Intel Xeon E3-1245 v3,3400 MHz,3800 MHz,4,8,84 W,,Haswell,Socket 1150 LGA
3382,902,Intel Xeon E3-1240 v3,3400 MHz,3800 MHz,4,8,80 W,,Haswell,Socket 1150 LGA
3302,902,AMD Ryzen 3 5300U,2600 MHz,3800 MHz,4,8,15 W,AMD Radeon RX Vega 6,Lucienne,Socket FP6
2822,901,AMD Ryzen 3 PRO 1300,3500 MHz,3700 MHz,4,4,65 W,,Summit Ridge,AM4
5316,899,Intel Xeon E5-1650 v3,3500 MHz,3800 MHz,6,12,140 W,,Haswell,Socket 2011 LGA
5994,899,AMD Ryzen 7 PRO 1700X,3400 MHz,3800 MHz,8,16,95 W,,Summit Ridge,Socket AM4 (1331)
3526,898,Intel Core i7-6820HK,2700 MHz,3600 MHz,4,8,45 W,Intel HD Graphics 530,Skylake,FCBGA1440
4907,898,AMD Ryzen 5 1600,3200 MHz,3600 MHz,6,12,65 W,,Summit Ridge,Socket AM4 (1331)
1869,898,Intel Core i3-10110U,2100 MHz,4100 MHz,2,4,15 W,Intel UHD Graphics,Comet Lake,FCBGA1528
3581,896,AMD Ryzen 5 1500X,3500 MHz,3700 MHz,4,8,65 W,,Summit Ridge,Socket AM4 (1331)
2892,894,Intel Core i5-6500,3200 MHz,3600 MHz,4,4,65 W,Intel HD Graphics 530,Skylake,FCLGA1151
2874,893,Intel Core i5-4670,3400 MHz,3800 MHz,4,4,84 W,Intel HD Graphics 4600,Haswell,FCLGA1150
1961,893,Intel Core i3-6100,3700 MHz,,2,4,51 W,Intel HD Graphics 530,Skylake,FCLGA1151
6876,893,Intel Xeon E5-1660 v4,3200 MHz,3800 MHz,8,16,140 W,,Broadwell,FCLGA2011-3
5950,892,AMD Ryzen 7 1700X,3400 MHz,3800 MHz,8,16,95 W,,Summit Ridge,AM4
2839,891,Intel Core i5-6600T,2700 MHz,3500 MHz,4,4,35 W,Intel HD Graphics 530,Skylake,Socket 1151 LGA
2032,889,Intel Core i3-8109U,3000 MHz,3600 MHz,2,4,28 W,Intel Iris Plus Graphics 655,Coffee Lake,FCBGA1528
3341,888,Intel Xeon E3-1231 v3,3400 MHz,3800 MHz,4,8,80 W,,Haswell,Socket 1150 LGA
3233,888,Intel Core i7-6700T,2800 MHz,3600 MHz,4,8,35 W,Intel HD Graphics 530,Skylake,FCLGA1151
2876,887,AMD Ryzen 3 1300X,3500 MHz,3700 MHz,4,4,65 W,,Summit Ridge,Socket AM4 (1331)
6961,886,Intel Xeon E5-1680 v2,3000 MHz,3900 MHz,8,16,130 W,,Ivy Bridge,FCLGA2011
3027,885,Intel Core i7-4790T,2700 MHz,3900 MHz,4,8,45 W,Intel HD Graphics 4600,Haswell,Socket 1150 LGA
11952,885,Intel Xeon Gold 6154,3000 MHz,3700 MHz,18,36,200 W,,Skylake,FCLGA3647
1981,884,Intel Pentium G4620,3700 MHz,,2,4,51 W,Intel HD Graphics 630,Kaby Lake ,FCLGA1151
1988,883,Intel Core i3-6300,3800 MHz,,2,4,51 W,Intel HD Graphics 530,Skylake,Socket 1151 LGA
3846,883,Intel Core i5-8500T,2100 MHz,3500 MHz,6,6,35 W, Intel UHD Graphics 630,Coffee Lake,Socket 1151 LGA
3121,881,Intel Core i7-4930MX,3000 MHz,3900 MHz,4,8,57 W,Intel HD Graphics 4600,Haswell,Socket 947 rPGA
3177,881,Intel Core i7-4980HQ,2800 MHz,4000 MHz,4,8,47 W,Intel Iris Pro Graphics 5200,Haswell,FCBGA1364
2808,880,Intel Core i5-7400,3000 MHz,3500 MHz,4,4,65 W,Intel HD Graphics 630,Kaby Lake,Socket 1151 LGA
13379,880,Intel Xeon Gold 5218R,2100 MHz,4000 MHz,20,40,125 W,,Cascade Lake,Socket 3647 LGA
3519,878,Intel Xeon E3-1545M v5,2900 MHz,3800 MHz,4,8,45 W,Intel Iris Pro Graphics P580,Skylake,Socket 1440 FCBGA
2622,878,Intel Core i7-8550U,1800 MHz,4000 MHz,4,8,15 W,Intel UHD Graphics 620,Kaby Lake R, FC-BGA1356
2755,877,Intel Core i5-7440HQ,2800 MHz,3800 MHz,4,4,45 W,Intel HD Graphics 630,Kaby Lake,BGA1440
11900,877,Intel Xeon Gold 6126,2600 MHz,3700 MHz,12,24,125 W,,Skylake,FCLGA3647
9960,877,AMD EPYC 7282,2800 MHz,3200 MHz,16,32,120 W,,Rome,Socket SP3 (4094)
3304,875,Intel Xeon E3-1230 v3,3300 MHz,3700 MHz,4,8,80 W,,Haswell,Socket 1150 LGA
3655,875,Intel Xeon E5-1620 v4,3500 MHz,3800 MHz,4,8,140 W,,Broadwell-E/EP,Socket 2011 LGA
2760,875,Intel Xeon E3-1285L v3,3100 MHz,3900 MHz,4,8,65 W,,Haswell,Socket 1150 LGA
1633,875,Intel Core i3-1000NG4,1100 MHz,3200 MHz,2,4,9 W,Intel Iris Plus,Ice Lake,
2757,875,AMD Ryzen 3 4300U,2700 MHz,3700 MHz,4,4,15 W,AMD Radeon Vega 5,Renoir,Socket FP5
1990,874,Intel Core i7-7660U,2500 MHz,4000 MHz,2,4,15 W,Intel Iris Plus Graphics 640,Kaby Lake-U/Y,FCBGA1356
3215,872,Intel Core i7-4770S,3100 MHz,3900 MHz,4,8,65 W,Intel HD Graphics 4600,Haswell,FCLGA1150
2854,872,Intel Xeon E3-1220 v6,3000 MHz,3500 MHz,4,4,72 W,,Kaby Lake,Socket 1151 LGA
3671,872,Intel Xeon E5-1630 v3,3700 MHz,3800 MHz,4,8,140 W,,Haswell,FCLGA2011-3
2826,872,AMD Ryzen 3 3200G,3600 MHz,4000 MHz,4,4,65 W,Radeon Vega 8,Picasso,AM4
1872,872,Intel Core i3-4360,3700 MHz,,2,4,54 W,Intel HD Graphics 4600,Haswell,Socket 1150 LGA
2808,871,Intel Xeon E3-1226 v3,3300 MHz,3700 MHz,4,4,84 W,,"Haswell, Haswell-WS",Socket 1150 LGA
1993,871,Intel Core i5-7360U,2300 MHz,3600 MHz,2,4,15 W,Intel Iris Plus Graphics 640,Kaby Lake,
3477,871,Intel Xeon E3-1575M v5,3000 MHz,3900 MHz,4,8,45 W,Intel Iris Pro Graphics P580,Skylake,Socket 1440 FCBGA
1911,869,Intel Core i3-6098P,3600 MHz,,2,4,54 W,Intel HD Graphics 510,Skylake,FCLGA1151
3386,869,Intel Core i7-6920HQ,2900 MHz,3800 MHz,4,8,45 W,Intel HD Graphics 530,Skylake,FCBGA1440
2801,868,Intel Core i5-4590,3300 MHz,3700 MHz,4,4,84 W,Intel HD Graphics 4600,Haswell,Socket 1150 LGA
3155,867,Intel Core i7-6700TE,2400 MHz,3400 MHz,4,8,35 W,Intel HD Graphics 530,Skylake,FCLGA1151
6308,865,Intel Xeon E5-2643 v4,3400 MHz,3700 MHz,6,12,135 W,,,
3155,863,Intel Core i7-4870HQ,2500 MHz,3700 MHz,4,8,47 W,Intel Iris Pro Graphics 5200,Haswell,FCBGA1364
1877,863,Intel Core i3-4350,3600 MHz,,2,4,54 W,Intel HD Graphics 4600,Haswell,Socket 1150 LGA
2704,860,Intel Core i5-4670S,3100 MHz,3800 MHz,4,4,65 W,Intel HD Graphics 4600,Haswell,FCLGA1150
2745,860,Intel Core i5-4590S,3000 MHz,3700 MHz,4,4,65 W,Intel HD Graphics 4600,Haswell,Socket 1150 LGA
11005,860,Intel Xeon E5-2697 v4,2300 MHz,3600 MHz,18,36,145 W,,Broadwell,Socket 2011 LGA
2849,859,Intel Xeon E3-1265L v3,2500 MHz,3700 MHz,4,8,45 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell,Socket 1150 LGA
3796,858,Intel Xeon E5-2637 v3,3500 MHz,3700 MHz,4,8,135 W,,Haswell,FCLGA2011-3
2866,857,Intel Xeon E3-1220 v5,3000 MHz,3500 MHz,4,4,80 W,,Skylake,Socket 1151 LGA
3377,855,Intel Core i7-6820EQ,2800 MHz,3500 MHz,4,8,45 W,Intel HD Graphics 530,Skylake,FCBGA1440
3239,854,Intel Xeon E3-1505M v5,2800 MHz,3700 MHz,4,8,45 W,Intel HD Graphics P530,Skylake,FCBGA1440
1872,853,Intel Core i3-4370,3800 MHz,,2,4,54 W,Intel HD Graphics 4600,Haswell,Socket 1150 LGA
2806,852,Intel Xeon E3-1225 v3,3200 MHz,3600 MHz,4,4,84 W,,Haswell,Socket 1150 LGA
3206,852,Intel Core i7-7700HQ,2800 MHz,3800 MHz,4,8,45 W,Intel HD Graphics 630,Kaby Lake,FCBGA1440
3334,850,Intel Core i7-3770K,3500 MHz,3900 MHz,4,8,77 W,Intel HD Graphics 4000,Ivy Bridge,FCLGA1155
5472,850,AMD Ryzen 7 PRO 1700,3000 MHz,3700 MHz,8,16,65 W,,Summit Ridge,Socket AM4 (1331)
11764,850,AMD EPYC 7302P,3000 MHz,3300 MHz,16,32,155 W,,Rome,Socket SP3 (4094)
1923,849,Intel Core i7-6567U,3300 MHz,3600 MHz,2,4,28 W,Intel Iris Graphics 550,Skylake,
3267,849,Intel Xeon E3-1290 v2,3700 MHz,4100 MHz,4,8,87 W,,Ivy Bridge,FCLGA1155
3001,848,Intel Core i7-4900MQ,2800 MHz,3800 MHz,4,8,47 W,Intel HD Graphics 4600,Haswell,FCPGA946
2682,847,Intel Core i5-7300HQ,2500 MHz,3500 MHz,4,4,45 W,Intel HD Graphics 630,Kaby Lake,Socket 1440 FCBGA
1824,846,Intel Core i7-7560U,2400 MHz,3800 MHz,2,4,15 W,Intel Iris Plus Graphics 640,Kaby Lake-U/Y,
3225,845,AMD Ryzen 5 2400G,3600 MHz,3900 MHz,4,8,65 W,Radeon RX Vega 11 Graphics,Raven Ridge,AM4
2863,845,Intel Core i5-5675R,3100 MHz,3600 MHz,4,4,65 W,Intel Iris Pro Graphics 6200,Broadwell,FCBGA1364
4563,845,AMD Ryzen 5 1600 PRO,3200 MHz,3600 MHz,6,12,65 W,,Summit Ridge,AM4
2749,844,Intel Core i5-2550K,3400 MHz,3800 MHz,4,4,95 W,,Sandy Bridge,LGA1155
3691,843,Intel Core i5-8400T,1700 MHz,3300 MHz,6,6,35 W,Intel UHD Graphics 630,Coffee Lake,Socket 1151 LGA
3260,842,Intel Xeon E3-1535M v5,2900 MHz,3800 MHz,4,8,45 W,Intel HD Graphics P530,Skylake,Socket 1440 FCBGA
2719,841,Intel Core i5-4570,3200 MHz,3600 MHz,4,4,84 W,Intel HD Graphics 4600,Haswell,FCLGA1150
5659,841,AMD Ryzen 7 1700,3000 MHz,3700 MHz,8,16,65 W,,Summit Ridge,AM4
1551,840,Intel Pentium G4500,3500 MHz,,2,2,51 W,Intel HD Graphics 530,Skylake,Socket 1151 LGA
1882,840,Intel Pentium G4600,3600 MHz,,2,4,51 W,Intel HD Graphics 630,Kaby Lake,Socket 1151 LGA
8925,840,Intel Xeon Silver 4214R,2400 MHz,3500 MHz,12,24,100 W,,Cascade Lake,Socket 3647 LGA
1865,839,Intel Core i3-7100T,3400 MHz,,2,4,35 W,Intel HD Graphics 630,Kaby Lake,Socket 1151 LGA
2696,839,Intel Core i5-7500T,2700 MHz,3300 MHz,4,4,35 W,Intel HD Graphics 630,Kaby Lake,FCLGA1151
9640,838,Intel Xeon E5-2697 v3,2600 MHz,3600 MHz,14,28,145 W,,Haswell,LGA2011-3
1594,838,Intel Pentium G4520,3600 MHz,,2,2,51 W,Intel HD Graphics 530,Skylake,FCLGA1151
2711,837,AMD Ryzen 3 2200G,3500 MHz,3700 MHz,4,4,65 W,Radeon Vega 8 Graphics,Raven Ridge,AM4
2795,834,Intel Core i5-3570K,3400 MHz,3800 MHz,4,4,77 W,Intel HD Graphics 4000,Ivy Bridge,FCLGA1155
2901,834,Intel Core i5-5575R,2800 MHz,3300 MHz,4,4,65 W,Intel Iris Pro Graphics 6200,Broadwell,FCBGA1364
2894,831,Intel Core i7-5700HQ,2700 MHz,3500 MHz,4,8,47 W,,Broadwell,FCBGA1364
1975,831,Intel Core i5-7267U,3100 MHz,3500 MHz,2,4,28 W,Intel Iris Plus Graphics 650,Kaby Lake,
2663,830,Intel Core i5-6400,2700 MHz,3300 MHz,4,4,65 W,Intel HD Graphics 530,Skylake,FCLGA1151
3095,830,Intel Core i7-6770HQ,2600 MHz,3500 MHz,4,8,45 W,Intel Iris Pro Graphics 580,Skylake,FCBGA1440
4952,829,Intel Core i7-4960X,3600 MHz,4000 MHz,6,12,130 W,,Ivy Bridge E,FCLGA2011
1817,828,Intel Pentium G5600,3900 MHz,,2,4,54 W,Intel UHD Graphics 630,Coffee Lake S,FCLGA1151
3140,826,Intel Core i7-6820HQ,2700 MHz,3600 MHz,4,8,45 W,Intel HD Graphics 530,Skylake,FCBGA1440
3524,825,Intel Xeon E5-1620 v3,3500 MHz,3600 MHz,4,8,140 W,,Haswell-E/EP,Socket 2011 LGA
2683,824,Intel Xeon E3-1220 v3,3100 MHz,3500 MHz,4,4,80 W,,Haswell,Socket 1150 LGA
1793,823,Intel Core i3-4330,3500 MHz,,2,4,54 W,Intel HD Graphics 4600,Haswell,FCLGA1150
10225,823,Intel Xeon E5-2697A v4,2600 MHz,3600 MHz,16,32,145 W,,Broadwell,FCLGA2011-3
6519,823,Intel Xeon E5-2618L v4,2200 MHz,3200 MHz,10,20,75 W,,Broadwell,FCLGA2011-3
2617,822,Intel Core i5-4570S,2900 MHz,3600 MHz,4,4,65 W,Intel HD Graphics 4600,Haswell,FCLGA1150
2900,822,Intel Core i7-4770T,2500 MHz,3700 MHz,4,8,45 W,Intel HD Graphics 4600,Haswell,FCLGA1150
2899,822,Intel Core i7-4810MQ,2800 MHz,3800 MHz,4,8,47 W,Intel HD Graphics 4600,Haswell,FCPGA946
2662,820,AMD Ryzen 3 1200,3100 MHz,3400 MHz,4,4,65 W,,Summit Ridge,Socket AM4 (1331)
3124,820,Intel Core i5-8305G ,2800 MHz,3800 MHz,4,8,65 W,Intel HD Graphics 630,Kaby Lake G,BGA2270
1894,819,Intel Core i5-7260U,2200 MHz,3400 MHz,2,4,15 W,Intel Iris Plus Graphics 640,Kaby Lake-U/Y,FCBGA1356
8674,818,Intel Xeon E5-2690 v3,2600 MHz,3500 MHz,12,24,135 W,,Haswell,Socket 2011 LGA
1834,818,Intel Pentium G4560,3500 MHz,,2,4,54 W,Intel HD Graphics 610,Kaby Lake,Socket 1151 LGA
2621,817,Intel Core i5-6440HQ,2600 MHz,3500 MHz,4,4,45 W,Intel HD Graphics 530,Skylake,Socket 1440 FCBGA
2657,817,Intel Core i3-8100T,3100 MHz,,4,4,35 W,Intel UHD Graphics 630,Coffee Lake,FCLGA1151
3194,816,Intel Core i7-4860HQ,2400 MHz,3600 MHz,4,8,47 W,Intel Iris Pro Graphics 5200,Crystal Well,Socket 1364 BGA
16502,815,AMD EPYC 7742,2250 MHz,3400 MHz,64,128,225 W,,Rome,SP3
12216,814,Intel Xeon E5-2696 v4,2200 MHz,3600 MHz,22,44,145 W,,Broadwell-E/EP,Socket 2011 LGA
3141,813,Intel Xeon E3-1270 V2,3500 MHz,,4,8,69 W,,Ivy Bridge,Socket 1155 LGA
